Filename,cA3_Energy,cA3_Entropy,cD3_Energy,cD3_Entropy,cD2_Energy,cD2_Entropy,cD1_Energy,cD1_Entropy,Label
0_lucas_18.wav,10.383558,4.7032113,2.1981518,4.630985,0.9355636,4.7645116,0.71698135,4.941256,0
0_lucas_19.wav,7.186097,4.784938,1.7480068,4.4766655,1.1114681,4.970137,1.062743,4.8821526,0
0_lucas_2.wav,9.247061,4.8530183,1.3710372,4.6581974,0.20184684,5.0202856,0.271956,4.811992,0
0_lucas_20.wav,4.8578625,4.8728504,0.39836064,4.742613,0.13252811,4.7092466,0.15165314,4.9721494,0
0_lucas_21.wav,9.658197,4.9043493,1.9253321,4.674455,0.40395442,5.0459137,0.13187751,6.3227854,0
0_lucas_22.wav,12.346711,4.683672,2.7049785,4.3798795,1.1777675,4.7665486,0.87389576,4.6499443,0
0_lucas_23.wav,13.498543,4.8777976,3.1514423,4.7074833,1.0341555,4.884196,0.65259975,5.593212,0
0_lucas_24.wav,10.4396515,4.7932186,3.251495,4.378541,1.0381594,4.6689434,0.57856286,4.9176397,0
0_lucas_25.wav,11.079667,4.7925835,1.6881521,4.5601964,0.8223455,4.714066,0.5489931,4.9550962,0
0_lucas_26.wav,12.48678,4.8341193,3.769833,4.5632124,1.2212794,4.649783,0.3250572,5.3976073,0
0_lucas_27.wav,9.008453,4.771535,2.7526255,4.354149,0.54889774,4.87428,0.3503605,5.3381677,0
0_lucas_28.wav,11.923335,4.81662,1.7194102,4.722575,1.3976523,4.8575063,0.51328415,5.570982,0
0_lucas_29.wav,12.357522,4.8062415,1.8088264,4.688366,0.7193186,4.8091435,0.42610723,5.382627,0
0_lucas_3.wav,7.769794,4.8683414,0.9620743,4.6761665,0.2728495,4.9969006,0.41902667,4.767221,0
0_lucas_30.wav,10.889513,4.998397,2.9435146,4.7933583,0.53496087,5.2558446,0.37707037,5.2305236,0
0_lucas_31.wav,6.106922,4.757378,1.1847265,4.425188,0.3078574,4.9248724,0.22124216,5.2739344,0
0_lucas_32.wav,9.967226,4.9177504,1.6597152,4.6578913,0.79058915,4.8642135,0.31201136,5.8282843,0
0_lucas_33.wav,13.456642,4.820465,1.7579802,4.723715,1.1609604,4.6537175,0.38796264,5.3938537,0
0_lucas_34.wav,9.773615,5.128929,1.2271435,4.664709,0.20068702,5.3024054,0.23528504,6.126105,0
0_lucas_35.wav,12.274452,4.6222973,1.298424,4.514817,0.37173343,4.352865,0.16202402,5.468262,0
0_lucas_36.wav,10.003124,4.8664904,2.3761919,4.621928,0.68638927,4.832059,0.23581317,5.6285787,0
0_lucas_37.wav,8.890874,4.803189,1.4894575,4.4843125,0.42179555,4.9327087,0.32403266,5.541347,0
0_lucas_38.wav,10.364975,5.0602016,1.8937191,4.4390745,0.3009688,5.1376452,0.3683868,5.559947,0
0_lucas_39.wav,11.022114,4.853257,1.5381088,4.719763,0.5093536,4.722646,0.26763934,5.2808146,0
0_lucas_4.wav,11.169886,4.8445597,1.8290777,4.8088937,0.3760873,5.105345,0.2967856,5.4565463,0
0_lucas_40.wav,12.517614,4.9259915,3.4659998,4.4354563,1.1935973,4.892864,0.48178944,5.840023,0
0_lucas_41.wav,12.33908,4.733967,1.7456404,4.7578773,0.44031176,5.036723,0.555439,5.058061,0
0_lucas_42.wav,12.089081,4.8364706,2.8848064,4.6410804,1.7573212,4.61034,0.5266198,5.6632257,0
0_lucas_43.wav,15.840162,4.973125,2.3545344,5.077687,0.78714275,4.75288,0.6667385,4.8580923,0
0_lucas_44.wav,20.227968,4.9666057,5.321703,4.8182344,1.2334572,5.059366,0.91601795,5.108922,0
0_lucas_45.wav,16.250029,4.846416,2.9975145,4.693136,0.49156427,4.9207306,0.4685481,4.9092126,0
0_lucas_46.wav,24.617773,4.52388,2.8826518,4.4511037,1.3906046,4.8003607,1.0242323,5.1750674,0
0_lucas_47.wav,8.606577,5.1272435,0.65608156,4.786922,0.22332686,5.075582,0.22425604,5.2473726,0
0_lucas_48.wav,8.762049,4.929041,1.6824052,4.674467,0.5393386,4.705971,0.22137883,5.388165,0
0_lucas_49.wav,9.656647,5.0310946,2.721422,4.8407493,1.0676258,5.0314827,1.2757766,4.6868315,0
0_lucas_5.wav,8.9703,4.6916466,1.0742005,4.6009765,0.19098128,4.6374784,0.16883346,4.9215174,0
0_lucas_6.wav,9.824496,4.750588,1.6032039,4.452126,0.1839315,5.0881157,0.13117649,5.3399286,0
0_lucas_7.wav,10.867062,4.765417,2.0650795,4.811524,0.69898796,4.846854,0.357916,5.076853,0
0_lucas_8.wav,11.02165,4.757233,2.441623,4.819658,0.7275585,4.8216357,0.4025287,5.462599,0
0_lucas_9.wav,11.347872,4.608928,2.0477583,4.6842055,1.190154,4.528156,0.55227333,5.288056,0
0_nicolas_0.wav,10.633366,5.009514,0.8097781,4.8512945,0.067859754,5.276182,0.112310566,6.478915,0
0_nicolas_1.wav,7.8812847,4.871821,0.6855647,4.8473473,0.046446748,5.6558266,0.08646682,6.771581,0
0_nicolas_10.wav,14.724358,4.989283,2.360651,4.904325,0.40536577,4.870322,0.15446684,6.4590936,0
0_nicolas_11.wav,12.742247,5.040352,3.394399,4.890353,0.5239588,5.188924,0.1410436,6.732312,0
0_nicolas_12.wav,7.9307966,5.0540576,1.810044,5.0319314,0.09431091,5.8255467,0.08287438,7.1430225,0
0_nicolas_13.wav,14.382992,4.842158,6.460149,4.932509,0.62351096,5.1937437,0.15296045,6.424531,0
0_nicolas_14.wav,12.655682,4.867621,2.217476,5.0861964,0.2539853,5.308127,0.10472005,6.6152673,0
0_nicolas_15.wav,10.368351,5.0122766,3.0583036,5.0070877,0.23919256,5.333001,0.09709038,6.849834,0
0_nicolas_16.wav,6.6025496,4.8751907,2.337315,5.0988536,0.21216828,5.3728113,0.08775632,6.918379,0
0_nicolas_17.wav,13.86923,5.023395,6.28159,4.873938,0.6571492,4.963149,0.117940545,6.6581726,0
0_nicolas_18.wav,10.725361,5.1007433,4.0850897,5.0480423,0.37167495,5.1796618,0.083693296,7.1989727,0
0_nicolas_19.wav,8.819914,4.9649982,1.7122958,5.1446686,0.069474734,5.812645,0.06902914,6.961959,0
0_nicolas_2.wav,6.4167585,4.691954,0.62358016,4.585095,0.0419043,5.245018,0.0674008,6.6044645,0
0_nicolas_20.wav,13.20224,4.798885,2.0704982,4.779743,0.39535916,5.3496895,0.13084139,6.3635993,0
0_nicolas_21.wav,9.655673,4.9217663,1.531599,4.9243274,0.18329051,5.317852,0.15330626,6.545366,0
0_nicolas_22.wav,9.697999,4.7861676,1.7502395,4.910851,0.18656096,5.1950703,0.2058388,5.764438,0
0_nicolas_23.wav,11.613863,4.650607,2.1095278,4.9712424,0.127464,5.5186996,0.086342126,6.744735,0
0_nicolas_24.wav,6.903882,4.827076,1.2551041,4.851544,0.10283906,5.4005637,0.077002026,6.777741,0
0_nicolas_25.wav,8.949421,4.841632,1.6551564,4.89074,0.086138345,5.486971,0.06393971,6.9164886,0
0_nicolas_26.wav,17.984058,5.026285,3.3805575,4.9564967,0.22656965,5.3970494,0.0822873,6.828461,0
0_nicolas_27.wav,9.1760235,5.057169,1.0667952,5.033382,0.05611133,5.6838818,0.06532487,6.9787297,0
0_nicolas_28.wav,9.858726,4.763759,1.3281054,5.042651,0.052843586,5.74644,0.0855057,6.8491154,0
0_nicolas_29.wav,6.9628487,4.7023926,0.5638413,4.8816996,0.027392317,5.66774,0.061735723,6.882391,0
0_nicolas_3.wav,7.173583,5.239204,0.7033102,4.980257,0.068776995,5.791172,0.08336462,7.0968537,0
0_nicolas_30.wav,9.003967,4.891382,1.0524414,4.733833,0.07877204,5.098572,0.069060706,6.936893,0
0_nicolas_31.wav,5.4306245,4.883087,0.37274846,4.8065753,0.028537866,5.45455,0.05273559,6.7847486,0
0_nicolas_32.wav,5.753723,4.843031,1.1020778,4.705779,0.1317771,4.9987545,0.052826867,6.7344866,0
0_nicolas_33.wav,3.0927792,4.8476295,0.2992187,4.758878,0.02317173,5.5345325,0.04688321,6.827312,0
0_nicolas_34.wav,6.1886544,4.8713703,0.8734576,4.7509427,0.053990193,5.340002,0.07677123,6.6437726,0
0_nicolas_35.wav,4.719082,4.817775,0.5045158,4.544015,0.022660691,5.5776277,0.06566267,6.6115503,0
0_nicolas_36.wav,4.6894703,4.705902,0.49215594,4.75828,0.026832115,5.566946,0.049724426,6.727676,0
0_nicolas_37.wav,5.425387,4.6082454,0.6650578,4.6540394,0.03819412,5.3623495,0.045327563,6.710793,0
0_nicolas_38.wav,5.632433,4.516881,0.562526,4.7250843,0.056716852,5.2822237,0.06208249,6.59708,0
0_nicolas_39.wav,7.8814745,4.6039925,1.2148495,4.8650513,0.11170222,5.160308,0.095345564,6.6604376,0
0_nicolas_4.wav,9.256371,4.923843,1.3665553,4.8050957,0.07133959,5.525746,0.066922285,7.063076,0
0_nicolas_40.wav,4.2893023,4.922102,0.45401764,4.942769,0.03489259,5.6724224,0.064648725,7.0346117,0
0_nicolas_41.wav,4.537652,4.9996095,0.6991601,4.9820232,0.03735791,5.696147,0.05480215,7.098227,0
0_nicolas_42.wav,7.804614,4.9692206,0.97538614,4.9976854,0.06804966,5.744116,0.07913189,6.869976,0
0_nicolas_43.wav,6.1282206,5.125801,0.7523283,5.135278,0.0488924,5.8479257,0.063327715,7.002962,0
0_nicolas_44.wav,5.8547306,4.964555,0.45006794,4.970306,0.02661545,5.88227,0.0690956,6.8703203,0
0_nicolas_45.wav,7.569857,5.179907,1.0036068,5.1955414,0.06299021,5.736255,0.060802963,7.1164474,0
0_nicolas_46.wav,5.7855873,5.1213813,0.8128447,5.152048,0.050256204,5.625063,0.06022937,7.051444,0
0_nicolas_47.wav,4.7165327,5.1225243,0.512449,5.1733074,0.04099202,5.8173947,0.05895707,7.042838,0
0_nicolas_48.wav,6.97167,4.9601088,0.79192066,5.0812793,0.067662105,5.6731834,0.06947248,6.835742,0
0_nicolas_49.wav,5.8769293,5.041164,0.29073203,5.1920013,0.0153541025,6.003681,0.06044371,6.8575506,0
0_nicolas_5.wav,5.4070916,5.006855,0.62415254,4.854038,0.09402435,5.6229095,0.055614088,6.885501,0
0_nicolas_6.wav,10.681028,5.137433,0.83077925,5.2018642,0.08699617,5.5389414,0.12660462,6.563596,0
0_nicolas_7.wav,6.745248,4.9707026,0.7633505,4.987112,0.09101707,5.4399924,0.06224244,6.7524357,0
0_nicolas_8.wav,7.185375,5.1260204,0.8487507,5.193448,0.07853092,5.627994,0.091248855,6.726112,0
0_nicolas_9.wav,6.5642753,4.9782085,0.6223432,4.9217105,0.047488116,5.541876,0.07618744,6.9417067,0
0_theo_0.wav,0.0783925,5.108936,0.008662815,5.1564455,0.0017802881,5.641548,0.002939203,5.6531963,0
0_theo_1.wav,0.11477651,4.9208474,0.013107437,4.932026,0.0034055223,5.240593,0.0062401444,5.172638,0
0_theo_10.wav,0.06831213,5.1714892,0.006221288,4.97141,0.002916521,5.4264984,0.0042968243,5.534541,0
0_theo_11.wav,0.09127831,5.0029216,0.020124989,4.872622,0.004178714,5.4505434,0.0041267322,5.676608,0
0_theo_12.wav,0.02842648,5.3413367,0.004767689,5.153749,0.001458051,5.12477,0.0016105958,5.8104672,0
0_theo_13.wav,0.08121661,4.9078283,0.01695228,5.0342784,0.0029949686,5.524806,0.0021661387,6.0392537,0
0_theo_14.wav,0.059226472,4.880109,0.008591229,4.9413013,0.0021282975,5.299469,0.0038651875,5.167408,0
0_theo_15.wav,0.08375861,4.7826586,0.02000188,4.901938,0.0033106944,5.377671,0.0033868095,5.938228,0
0_theo_16.wav,0.06737585,4.9201407,0.008901252,4.8907137,0.0014704012,5.638424,0.0026183114,5.6726794,0
0_theo_17.wav,0.07405644,5.0870304,0.01261468,5.060005,0.002507445,5.274064,0.002207934,5.877359,0
0_theo_18.wav,0.085949175,4.973768,0.012379525,5.060827,0.0024012625,5.588594,0.0028052877,5.7482023,0
0_theo_19.wav,0.16570903,4.944956,0.023656406,5.0512843,0.0040662326,5.574993,0.0036803205,6.1595516,0
0_theo_2.wav,0.085384145,4.6440945,0.008874249,4.7971306,0.0024216892,5.486352,0.0032952193,5.532995,0
0_theo_20.wav,0.05740875,5.266369,0.012031984,5.1445365,0.0041041756,5.5657163,0.002396023,6.332405,0
0_theo_21.wav,0.24868241,4.4839735,0.08353741,4.5238514,0.012260331,5.2492633,0.0053911526,5.9051833,0
0_theo_22.wav,0.28177056,5.1170444,0.038218964,5.3764896,0.007155817,5.8909407,0.0033918575,6.1117373,0
0_theo_23.wav,0.058556817,4.8948545,0.0073222215,4.9518814,0.0013643345,5.398975,0.001019197,6.0485406,0
0_theo_24.wav,0.066586316,4.948854,0.0059419456,5.1708584,0.0009068763,5.7048273,0.0026923728,5.3943157,0
0_theo_25.wav,0.18972346,4.8762326,0.028457478,5.0929036,0.0052504214,5.588944,0.0027592308,6.254195,0
0_theo_26.wav,0.026370915,5.3364697,0.0039171907,5.2791333,0.00095468946,5.688142,0.0011526198,5.9535904,0
0_theo_27.wav,0.034298602,5.450532,0.005218052,5.308262,0.0012855562,5.7524796,0.0013162456,6.2836246,0
0_theo_28.wav,0.11280888,5.581827,0.048550837,5.363779,0.023824126,5.792755,0.0063431105,6.5145245,0
0_theo_29.wav,4.803932,4.4448237,1.4272615,4.357883,0.41168594,4.971604,0.24981748,5.3476796,0
0_theo_3.wav,0.08614312,4.774345,0.01633611,4.8095536,0.0031991834,5.440705,0.0059002414,5.343807,0
0_theo_30.wav,7.209056,5.013722,1.4728503,4.8706727,1.1602962,5.192494,0.6895057,5.4709773,0
0_theo_31.wav,0.25043374,5.4873304,0.04345592,5.195983,0.010325417,5.753817,0.0044994997,6.190258,0
0_theo_32.wav,0.82287043,4.345788,0.17387892,4.270587,0.030398777,4.735892,0.014512694,5.3875904,0
0_theo_33.wav,0.28491914,5.4173007,0.05763497,5.4235106,0.018668368,6.1290655,0.007132493,6.861212,0
0_theo_34.wav,0.07247659,5.4197106,0.01989248,5.2215786,0.0046666344,5.7340345,0.0012175431,6.661046,0
0_theo_35.wav,0.053168513,5.333666,0.012018817,4.994613,0.002932281,5.4196334,0.0011413633,6.3503237,0
0_theo_36.wav,0.08593302,5.3040447,0.00866365,5.0387087,0.002871074,5.386846,0.0015638946,6.306713,0
0_theo_37.wav,0.051596463,5.045766,0.005474394,5.105966,0.0036363583,5.3934164,0.0016215212,6.2908473,0
0_theo_38.wav,0.25053,5.409255,0.059094343,5.1847286,0.011513577,5.8802395,0.0054589123,6.2460995,0
0_theo_39.wav,0.37423345,4.819393,0.087166615,4.9541473,0.008509656,5.304253,0.0045820004,5.95774,0
0_theo_4.wav,0.06668335,5.005925,0.008630137,4.971709,0.0014331075,5.558993,0.0012215662,6.001983,0
0_theo_40.wav,0.09120065,5.153328,0.017155752,5.113765,0.005690065,5.100772,0.002384615,6.3458815,0
0_theo_41.wav,0.09875126,4.8494744,0.01491273,5.02411,0.0032080286,5.4461765,0.002657664,6.0675406,0
0_theo_42.wav,0.3478285,4.9446316,0.07421585,5.042667,0.016591739,5.5711966,0.009421771,5.9793367,0
0_theo_43.wav,0.1333789,4.9150486,0.016767133,5.086157,0.0026559555,5.503298,0.0013476354,5.876764,0
0_theo_44.wav,0.106784195,5.219236,0.008640362,5.349613,0.0021521514,5.7804165,0.002638922,6.126001,0
